Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Machine Learning and AI Opportunities,SharkNinja,"Needham, MA",$125K - $195K (Employer provided),2.9,"About Us

SharkNinja is a global product design and technology company, with a diversified portfolio of 5-star rated lifestyle solutions that positively impact people’s lives in homes around the world. Powered by two trusted, global brands, Shark and Ninja , the company has a proven track record of bringing disruptive innovation to market, and developing one consumer product after another has allowed SharkNinja to enter multiple product categories, driving significant growth and market share gai...",-1,1001 to 5000 Employees,1994,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),-1
Data Scientist,Flexday,United States,-1,-1,"Location: US or Vancouver, Canada
About the Role:
We are seeking a highly skilled Data Science Developer to join our team in either the US or Vancouver, Canada. As a Data Science Developer, you will be responsible for developing and implementing machine learning models and data-driven solutions. This is a very hands-on role that requires a deep understanding of machine learning algorithms and programming skills.
Roles and Responsibilities:
Develop and implement machine learning models and data-d...",-1,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,-1
Senior Data Scientist,Tubi,"San Francisco, CA",$134K - $194K (Employer provided),3.7,"About Tubi:
Boldly built for every fandom, Tubi is a free streaming service that entertains over 100 million monthly active users. Tubi offers the world's largest collection of Hollywood movies and TV shows, thousands of creator-led stories and hundreds of Tubi Originals made for the most passionate fans. Headquartered in San Francisco and founded in 2014, Tubi is part of Tubi Media Group, a division of Fox Corporation.
About the Role:
Tubi is transforming the future of television with a vast li...",-1,501 to 1000 Employees,2014,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
Sr Data Scientist I,"Staples, Inc.","Framingham, MA",$116K - $159K (Employer provided),3.2,"Staples is business to business. You’re what binds us together.

Data scientists use statistical modeling to make predictions about future outcomes and in multiple scenarios. They interpret and apply data in analyses, and explain findings to business audiences typically, to improve products and processes. Develops and executes statistical and mathematical analyses to support business decision making for multiple business functions. Develops complex algorithms and statistical predictive models an...",-1,10000+ Employees,1986,Company - Private,Office Supply & Copy Stores,Retail & Wholesale,$10+ billion (USD),-1
Data Scientist,Saltwater,Alaska,$80K - $90K (Employer provided),4.1,"We are currently recruiting for a Data Scientist / Analyst to assist the Ecosystems Survey Branch (ESB) by helping construct ML/AI tools to improve the efficiency, quality, and availability of advanced technology survey data. Data collected by the Northeast Fisheries’ Science Center’s ESB are one of the primary tools used to understand population trends and characteristics of managed marine resources, and determine how and why ecosystems have changed over time. Advanced technology has been lever...",-1,51 to 200 Employees,1988,Company - Private,Fishery,Agriculture,$5 to $25 million (USD),-1
"Staff, Data Scientist",Walmart,"Bentonville, AR",$110K - $220K (Employer provided),3.4,"Position Summary...
What you'll do...
The Catalog Data Science Team at Walmart Global Tech is focused on using the latest research in generative AI (GenAI), artificial intelligence (AI), machine learning (ML), statistics, deep learning, computer vision and optimization to implement solutions that ensure Walmart’s product catalog is accurate, complete, and optimized for customer experience. Our team tackles complex data science and ML engineering challenges related to product classification, attr...",-1,10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),-1
MACHINE LEARNING ENGINEER,Airspace Intelligence,"Boston, MA",$110K - $157K (Glassdoor est.),4.7,"LOCATION
BOSTON, US
TYPE
FULL TIME
About Air Space Intelligence
ASI started with a simple vision - build the Google Maps for the skies. Our mission-critical technology now powers decision-making across major airlines, the U.S. Department of Defense, and other critical infrastructure domains. Backed by top-tier investors including Andreessen Horowitz, Spark Capital, and Renegade Partners, ASI delivers operational decision superiority—compressing days of analysis into seconds of action. ASI is lea...",-1,51 to 200 Employees,2018,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Data Scientist + AI/ML Engineer-5,Realign LLC,"Weehawken, NJ",-1,-1,"Job Type: Contract
Job Category: IT
Job Description
Role- Data Scientist + AI/ML Engineer
Location- Weehawken, NJ (Day 1 Onsite)
Contract

Job Description:
Key skill sets -",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Data Scientist II,Truist,United States,-1,3.3,"The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status.
Need Help?
If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Access...",-1,10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
Data Scientist,Bunge,"Chesterfield, MO",$95K - $141K (Glassdoor est.),3.9,"City : Chesterfield
State : Missouri (US-MO)
Country : United States (US)
Requisition Number : 42003

A Day In The Life:
Leveraging our inherent market intelligence is a critical component to Bunge’s success, particularly in the dynamic agricultural markets. This the reason why Bunge has one of the large economic analysis teams in the industry. Our analysis team is comprised of over 50 analysts world‐wide who gather, analyze, supply and demand and other pertinent information. The global analysts...",-1,10000+ Employees,--,Company - Public,Food & Beverage Manufacturing,Manufacturing,$10+ billion (USD),-1
Data Scientist,Penn State University,"University Park, PA",$86K - $130K (Employer provided),4.2,"APPLICATION INSTRUCTIONS:
CURRENT PENN STATE EMPLOYEE (faculty, staff, technical service, or student), please login to Workday to complete the internal application process . Please do not apply here, apply internally through Workday.
CURRENT PENN STATE STUDENT (not employed previously at the university) and seeking employment with Penn State, please login to Workday to complete the student application process. Please do not apply here, apply internally through Workday.
If you are NOT a current e...",-1,10000+ Employees,1855,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1
Data Scientist,Penn State University,"University Park, PA",$123K - $220K (Employer provided),4.2,"APPLICATION INSTRUCTIONS:
CURRENT PENN STATE EMPLOYEE (faculty, staff, technical service, or student), please login to Workday to complete the internal application process . Please do not apply here, apply internally through Workday.
CURRENT PENN STATE STUDENT (not employed previously at the university) and seeking employment with Penn State, please login to Workday to complete the student application process. Please do not apply here, apply internally through Workday.
If you are NOT a current e...",-1,10000+ Employees,1855,College / University,Colleges & Universities,Education,$5 to $10 billion (USD),-1
Data Scientist I,Early Warning Services,"Scottsdale, AZ",$83K - $130K (Employer provided),2.6,"At Early Warning, we’ve powered and protected the U.S. financial system for over thirty years with cutting-edge solutions like Zelle®, Paze℠, and so much more. As a trusted name in payments, we partner with thousands of institutions to increase access to financial services and protect transactions for hundreds of millions of consumers and small businesses.
Positions located in Scottsdale, San Francisco, Chicago, or New York follow a hybrid work model to allow for a more collaborative working env...",-1,1001 to 5000 Employees,1991,Company - Private,Banking & Lending,Financial Services,$100 to $500 million (USD),-1
Senior Data Scientist,Microsoft,United States,$120K - $258K (Employer provided),4.1,"Do you thrive on solving complex problems, uncovering insights, and shaping innovative solutions that make a real impact? Are you excited by the challenge of turning data into actionable strategies for some of the world’s most influential organizations?

At Microsoft, we believe in empowering every person and every organization on the planet to achieve more.

Our team embraces a growth mindset, values authenticity, and encourages diverse perspectives. We combine technical excellence with creativ...",-1,10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
Healthcare Data Scientist,Virginia Garcia Memorial Health Center,Oregon,-1,3.2,"Job Description
Job Title: Healthcare Data Scientist
FLSA: Salaried (""Exempt"")
Department: Data Analytics
Representation: Represented
Reports to: Director of Data Analytics
At Virginia Garcia Memorial Health Center, we welcome diversity; we encourage, uplift, and are honored to serve people who have been historically underrepresented and underserved. Our mission is to provide high-quality, culturally appropriate healthcare to low-income residents of Washington and Yamhill Counties, with a specia...",-1,501 to 1000 Employees,1975,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$25 to $100 million (USD),-1
Data Scientist,Vertiv,"Delaware, OH",$87K - $124K (Glassdoor est.),3.6,-1,-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Truist Bank,"Charlotte, NC",-1,3.3,"The position is described below. If you want to apply, click the Apply Now button at the top or bottom of this page. After you click Apply Now and complete your application, you'll be invited to create a profile, which will let you see your application status and any communications. If you already have a profile with us, you can log in to check status.
Need Help?
If you have a disability and need assistance with the application, you can request a reasonable accommodation. Send an email to Access...",-1,10000+ Employees,2019,Company - Public,Banking & Lending,Financial Services,$10+ billion (USD),-1
